(주)에스오에스,특수구급차,70가5059,1566-0129,서울,강동구
(주)에스오에스,특수구급차,71누9477,1566-0129,서울,강동구
(주)에스오에스,특수구급차,72라7284,1566-0129,서울,강동구
(주)에스오에스,특수구급차,725구5424,1566-0129,서울,강동구
(주)에스오에스,특수구급차,73러9449,1566-0129,서울,강동구
(주)에스오에스,일반구급차,77라7534,1566-0129,서울,강동구
(주)한성응급환자이송단,일반구급차,705우2118,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,707가8861,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,707가8886,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,708저7455,02-442-0129,서울,강동구
(주)한성응급환자이송단,일반구급차,70부5373,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,711마9418,02-442-0129,서울,강동구
(주)한성응급환자이송단,일반구급차,71보6432,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,74거8730,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,75루9482,02-442-0129,서울,강동구
(주)한성응급환자이송단,일반구급차,705우2192,02-442-0129,서울,강동구
(주)한성응급환자이송단,특수구급차,78루4686,02-442-0129,서울,강동구
㈜제일응급환자이송단,특수구급차,711마9415,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,707가8863,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,71서1477,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,725나7812,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,701가1253,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,74무6210,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,74무9666,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,74오8030,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,75루9341,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,75루9362,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,76보7817,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,78구3587,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,78무4760,02-426-1339,서울,강동구
㈜제일응급환자이송단,일반구급차,78소2357,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,79두6663,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,79루9266,02-426-1339,서울,강동구
㈜제일응급환자이송단,특수구급차,707가8870,02-426-1339,서울,강동구
(주)서울911이송센터,특수구급차,700부6985,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,708도3112,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,708도3186,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,712더1490,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71나9870,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,71저9176,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,723마7629,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,72부9634,1588-4129,서울,강서구
(주)서울911이송센터,특수구급차,74수2690,1588-4129,서울,강서구
(주)서울911이송센터,일반구급차,77오4647,1588-4129,서울,강서구
이엠에스솔유한회사,특수구급차,712저7949,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,701모8704,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,704조8703,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,714소6369,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,720우8775,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,730우1755,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,73조9350,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,75누7285,02-2663-8119,서울,강서구
이엠에스솔유한회사,특수구급차,79노7865,02-2663-8119,서울,강서구
(주)에이원이송센터,특수구급차,700러3646,1666-4129,서울,구로구
(주)에이원이송센터,특수구급차,71머9115,1666-4129,서울,구로구
(주)에이원이송센터,특수구급차,71버0867,1666-4129,서울,구로구
(주)에이원이송센터,특수구급차,72우1816,1666-4129,서울,구로구
(주)에이원이송센터,특수구급차,720구1912,1666-4129,서울,구로구
(주)전국응급환자이송센터,특수구급차,704나2117,02-809-0129,서울,금천구
(주)전국응급환자이송센터,특수구급차,705너7304,02-809-0129,서울,금천구
(주)전국응급환자이송센터,특수구급차,705너7305,02-809-0129,서울,금천구
